"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"0","45.4850280555556","-122.671606944444","122.671606944444","10.0633934857683","1.79376174605158","1.79376174605158","13","14960","","Landing Boat Club Light 2","PA","45-29-06.101N","122-40-17.785W","Fl R 2s","Night","","","","On dock.","Private Aid",""
"0","45.4844319444444","-122.671404444444","122.671404444444","10.0627727705657","1.79437363724693","1.79437363724693","13","14970","","Landing Boat Club Light 4","PA","45-29-03.955N","122-40-17.056W","Fl R 2s","Night","","","","On dock.","Private Aid",""
"0","45.4844083333333","-122.671242222222","122.671242222222","10.0627236834379","1.79441173847134","1.79441173847134","13","14975","","Landing Boat Club Light 3","PA","45-29-03.870N","122-40-16.472W","Fl G 2s","Night","","","","On dock.","Private Aid",""
"0","48.93","-123.54","123.54","13.606117084975","1.8029979056965","1.8029979056965","13","20415","","Panther Point Lighted Buoy U44 (C)","FD","48-55-48.000N","123-32-24.000W","Fl R 4s","Night","","","","Red.","",""
"0","45.5679822222222","-122.193392777778","122.193392777778","10.0809889828918","1.81955763793651","1.81955763793651","13","11615","","Cape Horn Range Front Light","FD","45-34-04.736N","122-11-36.214W","Q R","Night","43","","","KRB on multi-pile structure.","Visible all around; higher intensity on rangeline. Ra ref.",""
"0","45.5709694444445","-122.185311666667","122.185311666667","10.0830625574833","1.81962039434608","1.81962039434608","13","11620","","Cape Horn Range Rear Light","FD","45-34-15.490N","122-11-07.122W","Iso R 6s","Night","60","","780 yards, 062.2?? from front light.","KRB on skeleton tower on mult-pile structure.","Visible 5.5?? each side of rangeline.",""
"0","45.5851130555556","-122.127129444444","122.127129444444","10.090872821586","1.8280665959224","1.8280665959224","13","11630","","Fashion Reef Lower Range Front Light","FD","45-35-06.407N","122-07-37.666W","Q G","Night","40","","","KRB on skeleton tower on multi-pile structure.","",""
"0","45.5862941666667","-122.119290277778","122.119290277778","10.0912312148699","1.83001862246661","1.83001862246661","13","11635","","Fashion Reef Lower Range Rear Light","FD","45-35-10.659N","122-07-09.445W","Iso G 6s","Night","58","","684 yards, 077.9?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","45.6135944444444","-122.037616388889","122.037616388889","10.11026082031","1.83872128891896","1.83872128891896","13","11720","","Warrendale Lower Range Rear Light","FD","45-36-48.940N","122-02-15.419W","Iso W 6s","Night","67","","236 yards, 263.9??from front light.","KRB on skeleton tower, on multi-pile structure.","Visible 5.5?? each side of range line.",""
"0","45.5807386111111","-122.1079975","122.1079975","10.084539748098","1.83955522693387","1.83955522693387","13","11665","","Multnomah Falls Bar Range Front Light","FD","45-34-50.659N","122-06-28.791W","Q R","Night","53","","","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","45.6138033333333","-122.034868888889","122.034868888889","10.1102068356603","1.83972271985588","1.83972271985588","13","11715","","Warrendale Lower Range Front Light","FD","45-36-49.692N","122-02-05.528W","Q W","Night","41","","","KRB on multi-pile structure. On same structure as Multnomah Falls Upper Range Front Light.","Visible all around; higher intensity on range line.",""
"0","45.6138033333333","-122.034868888889","122.034868888889","10.1102068356603","1.83972271985588","1.83972271985588","13","11700","","Multnomah Falls Upper Range Front Light","FD","45-36-49.692N","122-02-05.528W","Q W","Night","41","","","KRB on multi-pile structure. On same structure as Warrendale Lower Range Front Light.","Visible all around; higher intensity on range line.",""
"0","45.6184419444444","-122.024643055556","122.024643055556","10.1138565047262","1.84001160616757","1.84001160616757","13","11705","","Multnomah Falls Upper Range Rear Light","FD","45-37-06.391N","122-01-28.715W","Iso W 6s","Night","78","","1171 yards, 057.1??from front light.","KRB on skeleton tower.","Visible 4?? each side of range line.",""
"0","45.5804538888889","-122.105298055556","122.105298055556","10.0839796767219","1.84088185363155","1.84088185363155","13","11670","","Multnomah Falls Bar Range Rear Light","FD","45-34-49.634N","122-06-19.073W","Iso R 6s","Night","72","","233 yards, 098.5?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","45.6914530555555","-121.882565","121.882565","10.1742478207684","1.84373885409899","1.84373885409899","13","11810","","Cascade Rapids Upper Range Rear Light","FD","45-41-29.231N","121-52-57.234W","Iso G 6s","Night","48","","429 yards, 031.3?? from front light.","KRB on skeleton tower.","Visible 14?? each side of rangeline.",""
"0","45.6884380555556","-121.885175833333","121.885175833333","10.1714506834555","1.84498122987786","1.84498122987786","13","11805","","Cascade Rapids Upper Range Front Light 15 ","FD","45-41-18.377N","121-53-06.633W","Q G","Night","29","","","KRB on multi-pile structure, SG oriented upstream.","Visible all around.",""
"0","45.6742736111111","-121.908775833333","121.908775833333","10.1592472158708","1.84522077024668","1.84522077024668","13","11830","","Stevenson Lower Range Rear Light","FD","45-40-27.385N","121-54-31.593W","Iso W 6s","Night","44","","945 yards, 237.8?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","45.6783297222222","-121.899576111111","121.899576111111","10.1625366408619","1.8463429614287","1.8463429614287","13","11825","","Stevenson Lower Range Front Light","FD","45-40-41.987N","121-53-58.474W","Q W","Night","22","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","45.7022358333333","-121.856966666667","121.856966666667","10.1829922079068","1.84789358261855","1.84789358261855","13","11845","","Wind Mountain Lower Range Rear Light","FD","45-42-08.049N","121-51-25.080W","Iso G 6s","Night","62","","868 yards, 274.9?? from front light.","KRB on skeleton tower.","Visible 14?? each side of rangeline.",""
"0","45.6135338888889","-122.012316944444","122.012316944444","10.107816645294","1.84985545761101","1.84985545761101","13","11735","","Warrendale Upper Range Rear Light","FD","45-36-48.722N","122-00-44.341W","Iso W 6s","Night","80","","246 yards, 245.7?? from front light.","KRB on skeleton tower.","Visible 14?? each side of range line.",""
"0","45.6143683333333","-122.009695833333","122.009695833333","10.1084041027483","1.85027191787887","1.85027191787887","13","11730","","Warrendale Upper Range Front Light","FD","45-36-51.726N","122-00-34.905W","Q W","Night","52","","","KRB on skeleton tower.","Visible all around; higher intensity on rangeline.",""
"0","45.7016288888889","-121.846815277778","121.846815277778","10.1816099429206","1.85378757789292","1.85378757789292","13","11840","","Wind Mountain Lower Range Front Light 17 ","FD","45-42-05.864N","121-50-48.535W","Q G","Night","30","","","KRB on multi-pile structure. SG oriented up and downstream.","",""
"0","45.4207280555556","-122.656031944444","122.656031944444","9.99743684385229","1.85922596397241","1.85922596397241","13","15030","","Oswego North Dock Light","PA","45-25-14.621N","122-39-21.715W","Fl Y 4s","Night","","","","On dock.","Private Aid",""
"0","45.4199944444444","-122.65599","122.65599","9.99670585095614","1.85996024205334","1.85996024205334","13","15035","","Oswego South Dock Light","PA","45-25-11.980N","122-39-21.564W","Fl Y 4s","Night","","","","On dock.","Private Aid",""
"0","45.6590683333333","-121.900580833333","121.900580833333","10.1434212607416","1.86248609058909","1.86248609058909","13","11795","","Cascade Rapids Lower Range Front Light 8 ","FD","45-39-32.646N","121-54-02.091W","Q W","Night","43","","","KRB on skeleton tower, TR oriented down channel.","Visible all around; higher intensity on rangeline.",""
"0","45.6580822222222","-121.900488611111","121.900488611111","10.1424309123131","1.86338603029035","1.86338603029035","13","11800","","Cascade Rapids Lower Range Rear Light","FD","45-39-29.096N","121-54-01.759W","Iso W 6s","Night","69","","120 yards, 176.2?? from front light.","KRB on skeleton tower.","Visible 10?? each side of rangeline.",""
"0","46.035","-124.243333333333","124.243333333333","10.9544580838653","1.87591043737625","1.87591043737625","13","687","","Seaside Research Lighted Buoy","PA","46-02-06.000N","124-14-36.000W","Fl Y 4s","Night","","","","Yellow.","Maintained from Apr 1 to Oct 1.::Private Aid",""
"0","45.6945086111111","-121.774095","121.774095","10.169233998932","1.89936982924225","1.89936982924225","13","11858","","Wyeth Boat Ramp Breakwater Light 1","PA","45-41-40.231N","121-46-26.742W","Fl G 4s","Night","","","","SG on breakwater.","Private Aid",""
"0","47.3527777777778","-124.730555555556","124.730555555556","12.3571453184547","1.89963220339962","1.89963220339962","13","733","","NOAA Environmental Lighted Buoy 46041","FD","47-21-10.000N","124-43-50.000W","Fl (4)Y 20s","Night","","","","Yellow disc-shaped buoy.","",""
"0","45.6945375","-121.773466388889","121.773466388889","10.1692194645807","1.89969625973814","1.89969625973814","13","11859","","Wyeth Boat Ramp Breakwater Light 2","PA","45-41-40.335N","121-46-24.479W","Fl R 4s","Night","","","","TR on breakwater.","Private Aid",""
"0","47.9127994444444","-124.635738611111","124.635738611111","12.8665504042428","1.91371265716929","1.91371265716929","13","16100","","Quillayute River Regulated Navigation Area Warning Sign (2)","FD","47-54-46.078N","124-38-08.659W","Q Y","Night","34","","","NW worded ROUGH BAR.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information.",""
"0","47.9075183333333","-124.644608611111","124.644608611111","12.8639362285014","1.9203166994333","1.9203166994333","13","16090","","Quillayute River Direction Light","FD","47-54-27.066N","124-38-40.591W","Iso W 6s","Night","27","","","Skeleton tower, on multi-pile structure. On same structure as Quillayute River Entrance Light 3.","White visible 1?? each side of centerline of channel bearing 005.5??. Red visible from 003?? to 004.5??. Green visible from 006.5?? to 008??.",""
"0","45.6928966666667","-121.702539444444","121.702539444444","10.1629385276257","1.9414698788978","1.9414698788978","13","11870","","Wind Mountain Upper Range Front Light 26 ","FD","45-41-34.428N","121-42-09.142W","Q R","Night","29","","","KRB on multi-pile structure, TR oriented upstream.","Visible all around; higher intensity on rangeline. ::Ra ref.",""
"0","45.6920019444444","-121.687908055556","121.687908055556","10.1611487742159","1.95074743833435","1.95074743833435","13","11875","","Wind Mountain Upper Range Rear Light","FD","45-41-31.207N","121-41-16.469W","Iso R 6s","Night","61","","837 yards, 095.0?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 5.5?? each side of rangeline.",""
"0","45.7082586111111","-121.661461944444","121.661461944444","10.1758105281264","1.95334880690047","1.95334880690047","13","11880","","Cook Point Range Front Light","FD","45-42-29.731N","121-39-41.263W","Q W","Night","29","","","KRB on rock face.","Visible all around; higher intensity on rangeline.",""
"0","45.7114327777778","-121.650498055556","121.650498055556","10.1783507990013","1.95741139598826","1.95741139598826","13","11885","","Cook Point Range Rear Light","FD","45-42-41.158N","121-39-01.793W","Iso W 6s","Night","58","","1,010 yards, 067.5?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","45.7050452777778","-121.612683333333","121.612683333333","10.1698946747197","1.98551426257476","1.98551426257476","13","11895","","Little White Salmon Upper Range Front Light 30 ","FD","45-42-18.163N","121-36-45.660W","Q R","Night","33","","","KRB on rock face, TR oriented up channel.","Visible all around; higher intensity on rangeline.",""
"0","45.7052441666667","-121.607177222222","121.607177222222","10.1698022709745","1.98874553176046","1.98874553176046","13","11900","","Little White Salmon Upper Range Rear Light","FD","45-42-18.879N","121-36-25.838W","Iso R 6s","Night","56","","470 yards, 087?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","46.1584944444444","-124.514412777778","124.514412777778","11.153377217454","2.01672273287164","2.01672273287164","13","688","","NOAA Environmental Lighted Buoy 46029","FD","46-09-30.580N","124-30-51.886W","Fl (4)Y 20s","Night","","","","Yellow disk-shaped buoy.","",""
"0","45.7256983333333","-121.5236","121.5236","10.186184237899","2.02565609582808","2.02565609582808","13","11912","","White Salmon Shoal Lighted Buoy 33","PA","45-43-32.514N","121-31-24.960W","Fl G 2.5s","Night","","","","Green.","Private Aid",""
"0","45.5544444444444","-123.918888888889","123.918888888889","10.4019739128865","2.03182807946175","2.03182807946175","13","9865","","Garibaldi Channel Boat Basin Regulated Navigation Area Warning Sign","FD","45-33-16.000N","123-55-08.000W","Q Y","Night","12","","","NW worded ROUGH BAR on boat house.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information.",""
"0","45.5682013888889","-123.941107222222","123.941107222222","10.421300603823","2.03224813570385","2.03224813570385","13","9830","","Tillamook Bay Entrance Leading Light","FD","45-34-05.525N","123-56-27.986W","Oc Y 4s","Night","79","","","On skeleton tower.","Visible from 271.5?? to 272.5??.",""
"0","45.5702777777778","-123.956111111111","123.956111111111","10.4274361152096","2.03873743124594","2.03873743124594","13","9825","","Tillamook Bay Entrance Regulated Navigation Area Warning Sign","FD","45-34-13.000N","123-57-22.000W","Q Y","Night","","","","NW worded ROUGH BAR on skeleton tower.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for futher information.",""
"0","45.7240902777778","-121.497618055556","121.497618055556","10.1834598401061","2.04376020629592","2.04376020629592","13","11915","","Hood River Range Front Light","FD","45-43-26.725N","121-29-51.425W","Q W","Night","32","","","KRB on skeleton tower.","Visible all around; higher intensity on rangeline.",""
"0","45.715","-121.506666666667","121.506666666667","10.1747596615921","2.04477219001461","2.04477219001461","13","11960","","Hood River Breakwater Light","PA","45-42-54.000N","121-30-24.000W","F Y","Night","13","","","On pipe.","Private Aid",""
"0","45.7240269444444","-121.494229166667","121.494229166667","10.1832556260752","2.04602343699931","2.04602343699931","13","11920","","Hood River Range Rear Light","FD","45-43-26.497N","121-29-39.225W","Iso W 6s","Night","52","","289 yards, 091.5?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","45.7161111111111","-121.500833333333","121.500833333333","10.1756224985478","2.04771568251132","2.04771568251132","13","11965","","Hood River Marina Entrance West Light","PA","45-42-58.000N","121-30-03.000W","Fl R 4s","Night","13","","","On pipe.","Private Aid",""
"0","45.7138888888889","-121.499722222222","121.499722222222","10.1733555178931","2.05012642190318","2.05012642190318","13","11970","","Hood River Marina Entrance East Light","PA","45-42-50.000N","121-29-59.000W","Fl G 4s","Night","13","","","On pile.","Private Aid",""
"0","48.5345","-124.484972222222","124.484972222222","13.4259238611058","2.07970856302187","2.07970856302187","13","16175","","Port San Juan Lighted Whistle Buoy YK","FD","48-32-04.200N","124-29-05.900W","Mo (A) W","Night","","","(C)","Red and white vertical stripes.","",""
"0","45.6950094444444","-121.444834444444","121.444834444444","10.1523312086524","2.10036351764071","2.10036351764071","13","11990","","Bingen Range Front Light","FD","45-41-42.034N","121-26-41.404W","Q R","Night","27","","","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","45.6877141666667","-121.429335555556","121.429335555556","10.1444837237251","2.11609130512901","2.11609130512901","13","11995","","Bingen Range Rear Light","FD","45-41-15.771N","121-25-45.608W","Iso R 6s","Night","57","","1,590 yards, 123.9?? from front light.","KRB on skeleton tower.","Visible 5.5?? each side of rangeline.",""
"0","46.1333833333333","-124.644266666667","124.644266666667","11.1703366443185","2.13946887590547","2.13946887590547","13","710","","Scripps Institute Wave Recorder Lighted Buoy 46248/179","PA","46-08-00.180N","124-38-39.360W","Fl (5)Y 20s","Night","","","","Yellow sphere shaped buoy.","Private Aid",""
"0","45.7003397222222","-121.369191666667","121.369191666667","10.1551659459315","2.14719084259501","2.14719084259501","13","12035","","Columbia View Orchards Water Intake Pipe Warning Light","PA","45-42-01.223N","121-22-09.090W","Fl W 6s","Night","","","","NW on pile structure worded DANGER.","Private Aid",""
"0","46.8516666666667","-124.963888888889","124.963888888889","11.9533354959171","2.17219477238588","2.17219477238588","13","728","","OSU Westport Offshore Research Lighted Buoy","PA","46-51-06.000N","124-57-50.000W","Fl Y 4s","Night","","","","Yellow buoy.","Private Aid",""
"0","46.8516669444444","-124.96667","124.96667","11.9542414518676","2.1749234454615","2.1749234454615","13","727","","OSU Grays Canyon Research Lighted Buoy","PA","46-51-06.001N","124-58-00.012W","Fl Y 4s","Night","","","","Yellow buoy.","Private Aid",""
"0","47.9666666666667","-124.95","124.95","13.008510992468","2.22852385501938","2.22852385501938","13","16115","","University of Washington LaPush Research Lighted Buoy","PA","47-58-00.000N","124-57-00.000W","Fl (5)Y 20s","Night","","","","Yellow fiberglass buoy.","Private Aid",""
"0","45.6172388888889","-121.194825","121.194825","10.0684719344256","2.32792514315979","2.32792514315979","13","12111.1","","Dallesport Boat Basin Light 1","PA","45-37-02.060N","121-11-41.370W","Fl G 4s","Night","","","","On rock breakwater.","Private Aid",""
"0","45.6171138888889","-121.194652777778","121.194652777778","10.0683448514113","2.32813514158435","2.32813514158435","13","12111.3","","Dallesport Boat Basin Dock Light A","PA","45-37-01.610N","121-11-40.750W","Fl Y 6s","Night","","","","On float dock.","Private Aid",""
"0","45.6170805555556","-121.194372222222","121.194372222222","10.0683081184849","2.3283562264661","2.3283562264661","13","12111.2","","Dallesport Boat Basin Light 2","PA","45-37-01.490N","121-11-39.740W","Fl R 4s","Night","","","","On cliff.","Private Aid",""
"0","45.6053066666667","-121.183440555556","121.183440555556","10.0564084735751","2.34441426753954","2.34441426753954","13","12112","","The Dalles Commercial Dock Lighted Buoy A","PA","45-36-19.104N","121-11-00.386W","Fl Y 2.5s","Night","","","","Yellow.","Private Aid",""
"0","45.6049291666667","-121.183238055556","121.183238055556","10.056028763039","2.34482502237953","2.34482502237953","13","12114","","The Dalles Commercial Dock Light B","PA","45-36-17.745N","121-10-59.657W","Fl Y 4s","Night","","","","NY","Private Aid",""
"0","45.6047341666667","-121.182654166667","121.182654166667","10.0558273573871","2.34537436332967","2.34537436332967","13","12116","","The Dalles Commercial Dock Light C","PA","45-36-17.043N","121-10-57.555W","Fl Y 4s","Night","","","","NY","Private Aid",""
"0","45.6045605555556","-121.182168333333","121.182168333333","10.0556484426847","2.3458395471004","2.3458395471004","13","12118","","The Dalles Commercial Dock Light D","PA","45-36-16.418N","121-10-55.806W","Fl Y 4s","Night","","","","NY","Private Aid",""
"0","45.6624672222222","-120.948111388889","120.948111388889","10.1137202319048","2.47803521598813","2.47803521598813","13","12240","","Miller Island South Channel Range A Rear Light","FD","45-39-44.882N","120-56-53.201W","Iso G 6s","Night","52","","226 yards, 323.4?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","45.6609758333333","-120.946533611111","120.946533611111","10.112248474695","2.48020353352989","2.48020353352989","13","12235","","Miller Island South Channel Range A Front Light","FD","45-39-39.513N","120-56-47.521W","Q G","Night","39","","","KRB on skeleton tower.","Visible all around; higher intensity on rangeline.",""
"0","44.8100266666667","-124.061686666667","124.061686666667","9.73102500672114","2.75128635271968","2.75128635271968","13","9805","","Depoe Bay Regulated Navigation Area Warning Sign","FD","44-48-36.096N","124-03-42.072W","Q Y","Night","25","","","NW worded ROUGH BAR.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information. Visible from 017?? to 263??.",""
"0","44.8093069444444","-124.061713888889","124.061713888889","9.73034844962624","2.75194244960031","2.75194244960031","13","9800","","Depoe Bay Entrance Range Rear Light","FD","44-48-33.505N","124-03-42.170W","Iso R 6s","Both","46","","16 yards, 086.2?? from front light.","KWR on skeleton tower.","Visible 4?? each side of rangeline. Lighted throughout 24 hours.",""
"0","44.8093019444444","-124.061893333333","124.061893333333","9.73039882063913","2.75202706998745","2.75202706998745","13","9795","","Depoe Bay Entrance Range Front Light","FD","44-48-33.487N","124-03-42.816W","Q R","Both","34","","","KWR on skeleton tower.","Visible 4?? each side of rangeline. Lighted throughout 24 hours.",""
"0","44.65838","-124.09572","124.09572","9.59749025575801","2.90240406468603","2.90240406468603","13","653","","OSU Nye Beach Research Lighted Buoy","PA","44-39-30.168N","124-05-44.592W","Fl Y 4s","Night","","","","Yellow buoy.","Private Aid",""
"0","44.6297991666667","-124.048686388889","124.048686388889","9.55561494356836","2.90818479370834","2.90818479370834","13","9625","","Yaquina Bay Inner Range Rear Light","FD","44-37-47.277N","124-02-55.271W","Iso R 6s","Night","30","","136 yards, 040.8?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 5.5?? each side of rangeline.",""
"0","44.6289544444444","-124.049708333333","124.049708333333","9.55513062270458","2.90937949671149","2.90937949671149","13","9620","","Yaquina Bay Inner Range Front Light","FD","44-37-44.236N","124-02-58.950W","Q R","Night","17","","","KRB on multi-pile structure.","Visible 4?? each side of rangeline.",""
"0","44.6251666666667","-124.043666666667","124.043666666667","9.54964997822462","2.91030118850866","2.91030118850866","13","9652","","OSU Dock Light","PA","44-37-30.600N","124-02-37.200W","F Y","Night","","","","On steel pile.","Private Aid",""
"0","44.6262416666667","-124.046635555556","124.046635555556","9.55159567406574","2.91056076158543","2.91056076158543","13","9649","","NOAA Pier Light D","PA","44-37-34.470N","124-02-47.888W","Fl Y 4s","Both","","","","Yellow.","Private Aid",""
"0","44.6263547222222","-124.048632777778","124.048632777778","9.55232519332256","2.91129163259233","2.91129163259233","13","9648","","NOAA Pier Light C","PA","44-37-34.877N","124-02-55.078W","Fl Y 4s","Both","","","","Yellow.","Private Aid",""
"0","44.6261911111111","-124.049604166667","124.049604166667","9.55247243066394","2.9118461271771","2.9118461271771","13","9647","","NOAA Pier Light B","PA","44-37-34.288N","124-02-58.575W","Fl Y 4s","Both","","","","Yellow.","Private Aid",""
"0","44.62568","-124.051459444444","124.051459444444","9.55256519757333","2.91308620648363","2.91308620648363","13","9646","","NOAA Pier Light A","PA","44-37-32.448N","124-03-05.254W","Fl Y 4s","Both","","","","Yellow.","Private Aid",""
"0","44.6247383333333","-124.05738","124.05738","9.55351869436227","2.91642283622799","2.91642283622799","13","9630","","Yaquina Bay Entrance Regulated Navigation Area Warning Sign","FD","44-37-29.058N","124-03-26.568W","Q Y","Night","22","","","NW worded ROUGH BAR on skeleton tower.","Lights (4) flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information.",""
"0","44.6241619444444","-124.063018333333","124.063018333333","9.55473443959912","2.91931776456928","2.91931776456928","13","9613","","Old Yaquina Bay Lighthouse","PA","44-37-26.983N","124-03-46.866W","F W","Night","165","","","On white tower.","Private Aid",""
"0","44.620435","-124.055566111111","124.055566111111","9.54886407040888","2.91956865699056","2.91956865699056","13","9585","","Yaquina Bay Entrance Range Rear Light","FD","44-37-13.566N","124-03-20.038W","Iso R 6s","Night","52","","386 yards, 061?? from front light.","KRB on skeleton tower on multi-pile structure.","Visible 1.5?? each side of rangeline.",""
"0","44.6188938888889","-124.059458888889","124.059458888889","9.54861714526144","2.92260003720339","2.92260003720339","13","9580","","Yaquina Bay Entrance Range Front Light","FD","44-37-08.018N","124-03-34.052W","Q R","Night","25","","","KRB on multi-pile structure. On same structure as Yaquina Bay Channel Light 8.","Visible 1.5?? each side of rangeline.",""
"0","44.64","-124.303833333333","124.303833333333","9.64774600626977","3.01485938666971","3.01485938666971","13","652","","OSU Yaquina Research Lighted Buoy","PA","44-38-24.000N","124-18-13.800W","Fl Y 4s","Both","","","","Yellow buoy.","Private Aid",""
"0","44.6389","-124.3038","124.3038","9.64669838387466","3.01580331808061","3.01580331808061","13","651.5","","OSU Newport Shelf Research Lighted Buoy","PA","44-38-20.040N","124-18-13.680W","Fl Y 4s","Night","","","","Yellow buoy.","Private Aid",""
"0","44.6561111111111","-124.525833333333","124.525833333333","9.73941520390533","3.11565835378559","3.11565835378559","13","641","","NOAA Environmental Lighted Buoy 46050","FD","44-39-22.000N","124-31-33.000W","Fl (4)Y 20s","Night","","","","Yellow disc-shaped buoy.","",""
"0","45.8919141666667","-125.800485","125.800485","11.371889620363","3.27282149394983","3.27282149394983","13","689","","NOAA Environmental Lighted Buoy 46089","FD","45-53-30.891N","125-48-01.746W","Fl (4)Y 20s","Night","","","","Yellow disc-shaped buoy.","",""
"0","44.1374208333333","-124.128217222222","124.128217222222","9.11537567157986","3.39134194929128","3.39134194929128","13","635","","Heceta Head Lighthouse","PA","44-08-14.715N","124-07-41.582W","Fl W 10s","Both","205","","","White conical tower.::56","Lighted throughout 24 hours.  ::Private Aid",""
"0","44.0168833333333","-124.127066388889","124.127066388889","9.00151323192835","3.50261443428392","3.50261443428392","13","9445","","Siuslaw River Entrance Range Rear Light","FD","44-01-00.780N","124-07-37.439W","Iso R 6s","Night","61","","296 yards, 094.3?? from front light.","KRB on skeleton tower.","Visible 4?? each side of rangeline.",""
"0","44.0170669444444","-124.130436111111","124.130436111111","9.0028299917317","3.50369057610859","3.50369057610859","13","9440","","Siuslaw River Entrance Range Front Light","FD","44-01-01.441N","124-07-49.570W","Q R","Night","35","","","KRB on skeleton tower.  On same structure as Siuslaw River Inner Range Rear Light.","Visible 4?? each side of rangeline.",""
"0","44.0170566666667","-124.130425","124.130425","9.00281655089614","3.50369600728984","3.50369600728984","13","9475","","Siuslaw River Inner Range Rear Light","FD","44-01-01.404N","124-07-49.530W","Iso W 6s","Night","34","","92 yards, 001.4?? from front light.","KRB on skeleton tower. On same structure as Siuslaw River Entrance Range Front Light.","Visible 10?? each side of rangeline.",""
"0","44.0162994444444","-124.130450277778","124.130450277778","9.00211294056072","3.50440874278089","3.50440874278089","13","9470","","Siuslaw River Inner Range Front Light","FD","44-00-58.678N","124-07-49.621W","Q W","Night","21","","","KRB on skeleton tower.","",""
"0","44.0185716666667","-124.136255","124.136255","9.0062231318075","3.50445328463853","3.50445328463853","13","9455","","Siuslaw River Regulated Navigation Area Warning Sign","FD","44-01-06.858N","124-08-10.518W","Q Y","Night","37","","","NW worded ROUGH BAR.","Lights flashing when bar is restricted to recreational and uninspected passenger vessels. Contact the nearest US Coast Guard unit for further information.",""
"0","44.3667","-124.9443","124.9443","9.6298625828643","3.59125935297717","3.59125935297717","13","651","","OSU Waldport Offshore Research Lighted Buoy","PA","44-22-00.120N","124-56-39.480W","Fl Y 4s","Night","","","","Yellow buoy.","Private Aid",""
"0","43.7411111111111","-124.120833333333","124.120833333333","8.74043007756076","3.75810476226789","3.75810476226789","13","9380","","Gardiner Paper Mill Dock Light","PA","43-44-28.000N","124-07-15.000W","F Y","Night","13","","","On dock.","Private Aid",""
"0","43.7223461111111","-124.126925277778","124.126925277778","8.72497667150808","3.77782116750141","3.77782116750141","13","9346","","Leeds Island Range Front Light","FD","43-43-20.446N","124-07-36.931W","Q W","Night","21","","","KRB on skeleton tower.","Visible 5.5?? each side of rangeline.",""
"0","43.7190788888889","-124.126338333333","124.126338333333","8.72171074699986","3.78068995202904","3.78068995202904","13","9347","","Leeds Island Range Rear Light","FD","43-43-08.684N","124-07-34.818W","Iso W 6s","Night","35","","400 yards, 172.6?? from front light.","KRB on skeleton tower.","Visible 5.5?? each side of rangeline.",""
"0","43.7330186111111","-124.167778333333","124.167778333333","8.74934405888285","3.78202423295121","3.78202423295121","13","9310","","Barretts Range Rear Light","FD","43-43-58.867N","124-10-04.002W","Iso W 6s","Night","40","","264 yards, 331.2?? from front light.","KRB on skeleton tower.","Visible all around; higher intensity on rangeline.",""
"0","43.7311105555556","-124.1663325","124.1663325","8.74704791810684","3.78329958175676","3.78329958175676","13","9305","","Barretts Range Front Light","FD","43-43-51.998N","124-09-58.797W","Q W","Night","19","","","KRB on multi-pile structure.","Visible all around; higher intensity on rangeline.",""
"0","43.6919294444444","-124.183584722222","124.183584722222","8.71655352683902","3.82604788637546","3.82604788637546","13","9270","","Umpqua River Channel Range Rear Light","FD","43-41-30.946N","124-11-00.905W","Iso W 6s","Night","39","","394 yards, 026.7?? from front light.","KRB on skeleton tower.","Visible 10?? each side of rangeline.",""
"0","43.6890336111111","-124.185590833333","124.185590833333","8.71456495157907","3.82946562661712","3.82946562661712","13","9265","","Umpqua River Channel Range Front Light","FD","43-41-20.521N","124-11-08.127W","Q W","Night","24","","","KRB on multi-pile structure.","Visible 10?? each side of rangeline.",""
